name,location,mileage,price,Exterior color,interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,Accidents or damage,1-owner vehicle,Personal use only
2023 Ford Bronco Black Diamond,"21315 Central Avenue Matteson, IL 60443",5 mi.,"$47,075 MSRP $48,620",Shadow Black,Dark Space Gray,Four-wheel Drive,16–18,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,,,
2007 Hummer H2 Base,"19915 South La Grange Road Frankfort, IL 60423","77,534 mi.","$27,950 $6,600 price drop",Black,Ebony,Four-wheel Drive,0–0,Gasoline,4-Speed Automatic HD with Overdrive,Vortec 6.0L V8 SFI,None reported,No,No
2020 Mercedes-Benz GLC 300 4MATIC Coupe,"1349 Indianapolis Blvd Schererville, IN 46375","37,443 mi.","$42,437 $1,890 price drop",Graphite Gray Metallic,Black,All-wheel Drive,21–28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported,Yes,No
2006 Suzuki Reno,"452 W Fifth Avenue Naperville, IL 60563","49,970 mi.","$4,999 ",Sunburst Metallic,Gray,Front-wheel Drive,22–0,Gasoline,Automatic,"2L I-4 DOHC, regular unleaded, engine with 126HP",At least 1 accident or damage reported,Yes,No
2024 Volkswagen Jetta 1.5T SEL,"2211 Aurora Ave Naperville, IL 60540",5 mi.,"–  $31,031 MSRP¹ $1,052 seller discount $29,979 Seller price ¹MSRP excludes destination & handling",Deep Black Pearl Effect,Titan Black,FWD,29–40,Gasoline,8-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,,,
2023 Buick Envision Preferred,"9301 South Cicero Ave. Oak Lawn, IL 60453",4 mi.,"$32,890 $1,000 price drop",Cinnabar Metallic,Ebony,All-wheel Drive,22–29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2023 Buick Envision Avenir,,,,,,,,,,,,,
2024 Subaru Outback Onyx Edition XT,"6191 Joliet Rd Countryside, IL 60525",6 mi.,"$38,642 ",Crystal Black Silica,Gray,All-wheel Drive,22–29,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,,,
2021 Volkswagen ID.4 Pro S,,,,,,,,,,,,,
2011 Mercedes-Benz R-Class 4MATIC,"13840 South Pulaski Road Crestwood, IL 60445","197,454 mi.","$7,995 ",Pearl White,Almond Beige,All-wheel Drive,15–19,Gasoline,Automatic,"3.5L V-6 DOHC, variable valve control, premium unleaded, engine",At least 1 accident or damage reported,No,No
2013 Cadillac XTS Luxury,,,,,,,,,,,,,
2018 Buick Encore Preferred,"333 W Rand Rd. Mt Prospect, IL 60056","39,152 mi.","$16,000 ",Graphite Gray Metallic,Shale,Front-wheel Drive,25–33,Gasoline,Automatic,"ECOTEC 1.4L I-4 DOHC, VVT variable valve control, intercooled tu",None reported,No,No
2022 Subaru Forester Touring,,,,,,,,,,,,,
2014 Audi A6 3.0 TDI Premium Plus quattro,"1543 Ogden Ave Downers Grove, IL 60515","136,573 mi.","$16,888 $2,000 price drop",Gray,Black,All-wheel Drive,24–38,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,At least 1 accident or damage reported,No,No
2019 Hyundai Tucson Limited,"8585 W 159th St Tinley Park, IL 60487","39,827 mi.","$22,333 ",Gemstone Red,Black,All-wheel Drive,21–26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,,,
2008 Volvo XC70 3.2,"2150 Ogden Ave Downers Grove, IL 60515","169,871 mi.","$5,888 ",–,–,All-wheel Drive,15–22,Gasoline,6-Speed Automatic,3.2L I6 24V MPFI DOHC,At least 1 accident or damage reported,No,No
2024 Chevrolet Silverado 1500 LT,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$51,296 $2,500 price drop",Sterling Gray Metallic,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,5.3L V8 16V GDI OHV,,,
2024 Chevrolet Malibu RS,"414 E North Ave Glendale Heights, IL 60139","2,144 mi.","$23,840 ",Summit White,Jet Black,Front-wheel Drive,27–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,,,
2024 Chrysler Pacifica Touring L,"1155 W Dundee Rd Arlington Heights, IL 60004",10 mi.,"$44,024 MSRP $48,795 $4,771 price drop",Diamond Black Crystal Pearlcoat,Black,Front-wheel Drive,19–28,Gasoline,Automatic,"3.6L V-6 DOHC, VVT variable valve control, regular unleaded, eng",,,
2020 Mercedes-Benz AMG GT 63 S 4-Door,,"37,181 mi.","$119,895 ",,,,,,,,,,
2014 Mercedes-Benz CLS-Class CLS 63 AMG,,,,,,,,,,,,,
2005 Mitsubishi Montero Limited,"Thomas from Naperville, IL 60565","133,400 mi.","$7,500 ",Blue,Black,Four-wheel Drive,Gasoline,A/T,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,JA4MW51SX5J002685,At least 1 accident or damage reported,Yes,No
2006 Mitsubishi Montero Limited,"Thomas from Naperville, IL 60565","139,000 mi.","$7,500 ",Gray,Black,Four-wheel Drive,Gasoline,A/T,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,JA4MW51S96J000685,At least 1 accident or damage reported,Yes,No
2019 Buick Encore Preferred,"1301 Indianapolis Blvd Schereville, IN 46375","26,920 mi.","$17,890 $1,093 price drop",Quicksilver Metallic,Ebony,All-wheel Drive,24–29,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,None reported,Yes,Yes
2021 Mercedes-Benz AMG E 63 S 4MATIC,"4257 W. North Ave. Chicago, IL 60639","17,491 mi.","$86,495 ",designo Brilliant Blue Magno,Titanium Grey,All-wheel Drive,16–23,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,At least 1 accident or damage reported,No,No
2014 Cadillac XTS Luxury,"7158 Harlem Ave Bridgeview, IL 60455","108,426 mi.","$13,314 ",Radiant Silver Metallic,Black,All-wheel Drive,17–26,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",At least 1 accident or damage reported,No,No
2024 Chrysler Pacifica Touring L,"7601 Skokie Blvd Skokie, IL 60077",5 mi.,"$43,196 MSRP $49,990",Bright White Clearcoat,Black,Front-wheel Drive,19–28,Gasoline,9-Speed 948TE Automatic,3.6L V6 24V VVT,,,
2021 Ford Explorer ST,,"28,618 mi.","$38,970 ",,,,,,,,,,
2019 Audi e-tron Premium Plus,"5240 Golf Road Skokie, IL 60077","25,535 mi.","$27,372 ",Florett Silver Metallic,Black,All-wheel Drive,Automatic,Electric Motor,WA1LAAGE1KB009714,Y1034,At least 1 accident or damage reported,No,No
2024 Lexus NX 450h+ F SPORT Handling,"500 E. Ogden Ave. Westmont, IL 60559",982 mi.,"$64,970 $915 price drop",Atomic Silver,Red,All-wheel Drive,–,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,None reported,Yes,No
2021 Hyundai Kona EV Ultimate,"1529 Rand Road Des Plaines, IL 60016","23,022 mi.","$24,477 $500 price drop",Lunar White,Black,Front-wheel Drive,1-Speed Automatic,Electric,KM8K53AG2MU131805,GU1307,None reported,Yes,No
2023 Ford Bronco Sport Badlands,"7301 Kingery Hwy Willowbrook, IL 60527",6 mi.,"$40,428 MSRP $43,680 $1,200 price drop",Shadow Black,Ebony,Four-wheel Drive,21–26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2020 Nissan Kicks SV,"1985 River Oaks Dr Calumet City, IL 60409","61,436 mi.","$15,790 $100 price drop",Brilliant Silver Metallic,Charcoal,Front-wheel Drive,31–36,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,None reported,Yes,No
2024 Hyundai Kona N Line,"1866 Ogden Avenue Downers Grove, IL 60515",15 mi.,"$31,975 MSRP $33,815",Abyss Black Pearl,Black,All-wheel Drive,24–29,Gasoline,8-Speed Automatic,"Gamma Gen 2 1.6L I-4 gasoline direct injection, DOHC, variable v",,,
2014 Cadillac XTS Luxury,,,,,,,,,,,,,
2023 Dodge Challenger SXT,"414 E North Ave Glendale Heights, IL 60139","14,839 mi.","$27,486 $2,504 price drop",White Knuckle Clearcoat,Black,Rear-wheel Drive,19–30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,None reported,Yes,No
2024 Chevrolet Silverado 1500 LT,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$50,032 $500 price drop",Radiant Red,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,5.3L V8 16V GDI OHV,,,
2015 Audi S8 4.0T,,,,,,,,,,,,,
2022 Toyota Camry SE,"4550 W. Lincoln Highway Route 30 Matteson, IL 60443","60,013 mi.","$21,881 $1,000 price drop",Midnight Black Metallic,Black,Front-wheel Drive,28–39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,At least 1 accident or damage reported,Yes,No
2024 Subaru Forester Wilderness,,,,,,,,,,,,,
2021 Hyundai Sonata Limited,"1565 West Ogden Avenue Naperville, IL 60540","105,586 mi.","$16,477 $1,000 price drop",Calypso Red,Dark Gray,Front-wheel Drive,27–37,Gasoline,Automatic,"Smartstream 1.6L I-4 gasoline direct injection, DOHC, CVVD varia",None reported,Yes,No
2024 Mazda CX-50 2.5 S Premium Package,"2363 Aurora Ave Naperville, IL 60540",15 mi.,"$35,810 MSRP $35,810 $175 price drop",Jet Black Mica,Black W/ Gray,All-wheel Drive,24–30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,,,
2024 GMC HUMMER EV SUV 2X,"6900 McCormick Blvd Lincolnwood, IL 60712",10 mi.,"$94,185 $20,300 price drop",Void Black,Lunar Horizon (Jet Black/Light Grey),Four-wheel Drive,Automatic,Electric Motor,1GKB0NDE1RU105104,M24098,,,
2023 Chevrolet Suburban High Country,"8200 S Harlem Ave Bridgeview, IL 60455","14,447 mi.","$75,899 $4,091 price drop",Black,Jet Black,Four-wheel Drive,14–18,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,None reported,Yes,No
2023 Nissan Sentra SV,,"17,465 mi.","$22,488 ",,,,,,,,,,
2024 Lincoln Aviator Reserve AWD,,,,,,,,,,,,,
2016 BMW M235 i xDrive,"555 Executive Dr Willowbrook, IL 60527","72,226 mi.","$22,995 $2,000 price drop",Mineral Gray Metallic,Coral Red / Black,All-wheel Drive,20–30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,At least 1 accident or damage reported,No,No
2012 Acura TSX,"3128 W 147th St Posen, IL 60469","151,068 mi.","$8,999 ",Gray,Black,Front-wheel Drive,22–31,Gasoline,Automatic,2.4L DOHC 16-valve i-VTEC I4 engine,None reported,No,No
2023 BMW X1 xDrive28i,,,,,,,,,,,,,
2002 Aston Martin DB7 Vantage 2dr Cpe Manual,,,,,,,,,,,,,
2018 Acura MDX 3.5L,"1543 Ogden Ave Downers Grove, IL 60515","140,481 mi.","$17,777 $1,111 price drop",Black,Ebony,All-wheel Drive,18–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,At least 1 accident or damage reported,No,No
2011 Lexus IS 250 Base,"3201 167th St Hazel Crest, IL 60429","127,163 mi.","$10,949 ",Cerulean Blue Metallic,Ecru,All-wheel Drive,20–27,Gasoline,Automatic,"2.5L V-6 gasoline direct injection, DOHC, VVT-i variable valve c",None reported,Yes,No
2024 Chevrolet Silverado 1500 Custom Trail Boss,,,,,,,,,,,,,
2016 Acura MDX 3.5L,,,,,,,,,,,,,
2023 Jeep Renegade Trailhawk,"208 W Golf Rd Schaumburg, IL 60195","2,001 mi.","$23,430 $1,702 price drop",Black Clearcoat,Black,Four-wheel Drive,22–27,Gasoline,9-Speed 948TE Automatic,"1.3L I-4 gasoline direct injection, Multiair variable valve cont",,,
2024 Acura RDX Base,"1149 West Golf Road Hoffman Estates, IL 60169",12 mi.,"$51,950 MSRP $51,950",Majestic Black Pearl,Ebony,All-wheel Drive,21–26,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, VTEC variable valve cont",,,
2023 Ford Explorer XLT,"2055 Ogden Ave Naperville, IL 60540","1,948 mi.","$45,340 ",Agate Black Metallic,Ebony,Four-wheel Drive,20–27,Gasoline,10-Speed Automatic,2.3L EcoBoost I-4,,,
2012 INFINITI M37x Base,,,,,,,,,,,,,
2014 Jeep Patriot Sport,"1550 W Ogden Ave Naperville, IL 60540","73,231 mi.","$11,248 ",Maximum Steel Metallic Clearcoat,Dark Slate Gray,Front-wheel Drive,21–28,Gasoline,Automatic,"2.4L I-4 DOHC, variable valve control, regular unleaded, engine",At least 1 accident or damage reported,No,No
2023 Buick Envision Avenir,,4 mi.,"$32,890 $1,000 price drop",,,,,,,,,,
2023 Buick Envision Preferred,"9301 South Cicero Ave. Oak Lawn, IL 60453",4 mi.,"$43,405 $1,000 price drop",White Frost Tri-Coat,Ebony,All-wheel Drive,22–29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2023 Buick Envision Essence,,,,,,,,,,,,,
2013 Lexus LS 460 Base,"276 Ogden Ave Westmont, IL 60559","125,888 mi.","$21,149 ",Obsidian Black,Black,All-wheel Drive,16–23,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,At least 1 accident or damage reported,Yes,No
2007 MINI Cooper S Base,"Jason from Mount Prospect, IL 60056","64,000 mi.","$8,250 ",Silver,Black,Front-wheel Drive,Gasoline,6-Speed M/T,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,WMWMF73537TT85060,None reported,Yes,No
2018 Lexus LS 500 F Sport,"2150 Ogden Ave Downers Grove, IL 60515","32,279 mi.","$47,888 $2,000 price drop",Caviar,Black,All-wheel Drive,18–27,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,None reported,No,No
2024 Chevrolet Blazer EV RS,"18033 S Halsted St Homewood, IL 60430",3 mi.,"$47,590 ",Radiant Red,Black,All-wheel Drive,1-Speed Automatic,Electric,3GNKDCRJ0RS215398,24612,,,
2024 Chevrolet Blazer EV 2LT,"18033 S Halsted St Homewood, IL 60430",3 mi.,"$44,195 ",Summit White,Black,All-wheel Drive,1-Speed Automatic,Electric,3GNKDBRJ5RS215438,24613,,,
2021 GMC Sierra 1500 SLE,"18800 South Oak Park Ave Tinley Park, IL 60477","36,562 mi.","$34,998 $1,000 price drop",Gray,Black,Four-wheel Drive,18–21,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,At least 1 accident or damage reported,Yes,Yes
2014 Jeep Wrangler Unlimited Sahara,"2110 Ogden Ave Lisle, IL 60532","79,032 mi.","$19,865 ",Billet Clearcoat Metallic,Black,Four-wheel Drive,16–21,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,None reported,No,No
2018 Dodge Durango GT,"9700 Indianapolis Blvd Highland, IN 46322","86,855 mi.","$22,500 $300 price drop",Granite Clearcoat,Black,All-wheel Drive,18–25,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, regular unleade",None reported,No,No
2024 Acura RDX Advance Package,,,,,,,,,,,,,
2024 Mercedes-Benz GLC 300 Base 4MATIC,"1569 W. Ogden Ave. Naperville, IL 60540",7 mi.,"$56,475 ",Starling Blue Metallic,Macchiato Beige,All-wheel Drive,–,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 Mazda CX-50 2.5 Turbo Premium Package,"2363 Aurora Ave Naperville, IL 60540",19 mi.,"$43,820 MSRP $43,820",Machine Gray Metallic,Black W/ Brown,All-wheel Drive,23–29,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,,,
2023 Chevrolet Colorado WT,"1565 West Ogden Avenue Naperville, IL 60540","1,495 mi.","$27,977 $500 price drop",Summit White,Black,Rear-wheel Drive,18–25,Gasoline,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control",None reported,Yes,No
2005 Ford Freestyle SE,"300 Lake Street Maywood, IL 60153","147,728 mi.","$3,660 $895 price drop",Titanium Green Clearcoat Metallic,Shale,Front-wheel Drive,20–25,Gasoline,CVT,"Duratec 3L V-6 DOHC, regular unleaded, engine with 203HP",At least 1 accident or damage reported,Yes,No
2023 RAM ProMaster 3500 High Roof,"4630 95th Street Oak Lawn, IL 60453",10 mi.,"$57,813 $3,000 price drop",Bright White Clearcoat,Black,Front-wheel Drive,–,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,,,
2008 Mitsubishi Lancer ES,,,,,,,,,,,,,
2024 Lexus NX 450h+ Luxury,,,,,,,,,,,,,
2008 BMW 335 xi,"1455 Bernard Drive Addison, IL 60101","145,869 mi.","$8,900 $1,600 price drop",GRAY,BLACK,All-wheel Drive,17–25,Gasoline,"Automatic, 6-Spd w/Overdrive & Steptronic","3L I-6 gasoline direct injection, DOHC, Double VANOS variable va",None reported,No,No
2020 Mercedes-Benz AMG A 35 Base,"2150 Ogden Ave Downers Grove, IL 60515","28,059 mi.","$39,888 $2,000 price drop",Metallic,Black,All-wheel Drive,24–31,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,None reported,Yes,No
2024 Kia K5 GT-Line,,,,,,,,,,,,,
2020 Jaguar E-PACE SE,,,,,,,,,,,,,
2024 Chevrolet Silverado 1500 RST,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$49,199 $500 price drop",Black,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,,,
2018 Honda HR-V EX-L w/Navigation,"601 Ogden Ave Lisle, IL 60532","54,203 mi.","$21,499 ",Aegean Blue Metallic,–,All-wheel Drive,27–31,Gasoline,Automatic,"1.8L I-4 variable valve control, regular unleaded, engine with 1",At least 1 accident or damage reported,No,No
2024 Chevrolet Silverado 1500 WT,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$41,954 $500 price drop",Summit White,Jet Black,Four-wheel Drive,18–21,Gasoline,Automatic,5.3L V8 16V GDI OHV,,,
2023 Ford Escape PHEV,"1333 Park Ave West Highland Park, IL 60035",6 mi.,"$41,995 MSRP $41,995 $4,000 price drop",Agate Black Metallic,–,Front-wheel Drive,–,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,,,
2016 Chevrolet Silverado 1500 LT,"2110 Ogden Ave Lisle, IL 60532","76,556 mi.","$24,456 $300 price drop",Silver Ice Metallic,Jet Black,Four-wheel Drive,17–22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,At least 1 accident or damage reported,Yes,No
2020 Hyundai Elantra SEL,"9850 Indianapolis Blvd Highland, IN 46322","65,379 mi.","$18,195 $100 price drop",Red,Gray,Front-wheel Drive,30–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,At least 1 accident or damage reported,Yes,No
2024 Honda Pilot Touring,"5505 Auto Court Matteson, IL 60443",75 mi.,"$50,980 MSRP $50,980",Alabaster Silver Metallic,Gray,All-wheel Drive,19–25,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,,,
2024 Nissan Versa 1.6 SR,"700 W Higgins Rd Hoffman Estates, IL 60169",0 mi.,"$21,944 ",Gray Sky Pearl,Gray,Front-wheel Drive,32–40,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,,,
2024 GMC Terrain SLT,"1585 Ogden Ave Naperville, IL 60540",3 mi.,"$30,000 MSRP $35,385",Ebony Twilight Metallic,Jet Black,Front-wheel Drive,24–29,Gasoline,Automatic,"1.5L I-4 gasoline direct injection, DOHC, variable valve control",,,
2024 GMC Terrain AWD AT4,"1585 Ogden Ave Naperville, IL 60540",3 mi.,"$31,000 MSRP $37,385 $4,135 price drop",Sterling Metallic,Jet Black,All-wheel Drive,23–28,Gasoline,Automatic,"1.5L I-4 gasoline direct injection, DOHC, variable valve control",,,
2024 Chevrolet Tahoe Z71,"1515 W Ogden Ave Naperville, IL 60540",2 mi.,"$70,995 $1,695 price drop",Summit White,Black,Four-wheel Drive,15–20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,,,
2001 Oldsmobile Silhouette GL,,,,,,,,,,,,,
2023 Honda Passport TrailSport,,"3,780 mi.","$36,933 $300 price drop",,,,,,,,,,
2021 Honda HR-V EX,,,,,,,,,,,,,
2018 Hyundai Elantra GT Base,,,,,,,,,,,,,
2023 Lucid Air Pure,"150 W Ogden Ave Westmont, IL 60559","3,590 mi.","$71,800 $2,000 price drop",Blue,Black Graphite,Rear-wheel Drive,1-Speed Automatic,Electric,50EA1PFA0PA002292,UM6398,None reported,No,No
2017 BMW 650 i xDrive,,,,,,,,,,,,,
2024 Chevrolet Malibu 1LS,,,,,,,,,,,,,
2024 Chevrolet Silverado 1500 Custom Trail Boss,,,,,,,,,,,,,
2024 Chevrolet Silverado 1500 LT Trail Boss,"414 E North Ave Glendale Heights, IL 60139",2 mi.,"$53,594 $2,500 price drop",Summit White,Jet Black,Four-wheel Drive,16–17,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,,,
2024 RAM 2500 Power Wagon,,,,,,,,,,,,,
2020 Subaru WRX STI Base,,,,,,,,,,,,,
2014 Volkswagen Jetta SportWagen 2.5L S,,,,,,,,,,,,,
2020 Toyota RAV4 Hybrid LE,"2110 Ogden Ave Lisle, IL 60532","98,196 mi.","$22,659 $250 price drop",Magnetic Gray Metallic,Black,All-wheel Drive,41–38,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,None reported,No,No
2019 Toyota Highlander SE,"2110 Ogden Ave Lisle, IL 60532","88,905 mi.","$24,747 $225 price drop",Predawn Gray Mica,Black,All-wheel Drive,20–26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,At least 1 accident or damage reported,Yes,No
2024 Kia Forte GT-Line,"1400 E Dundee Rd Palatine, IL 60074",11 mi.,"$24,273 MSRP $26,340",Snow White Pearl,Black,Front-wheel Drive,28–39,Gasoline,Automatic,"2L I-4 DOHC, D-CVVT variable valve control, regular unleaded, en",,,
2024 Chevrolet Blazer RS,"1 Sherwood Terrace Lake Bluff, IL 60044","4,135 mi.","$43,797 $1,500 price drop",Black,Jet Black / Red,All-wheel Drive,18–26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,,,
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL,"1507 W. Ogden Ave. Naperville, IL 60540","24,989 mi.","$35,995 ",–,–,All-wheel Drive,17–23,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",None reported,No,No
2018 BMW M550 i Xdrive,"3325 W Montrose Ave Chicago, IL 60618","103,183 mi.","$27,970 ",Carbon Black Metallic,Mocha,All-wheel Drive,16–25,Gasoline,Automatic,"4.4L V-8 gasoline direct injection, DOHC, Double VANOS variable",None reported,Yes,Yes
2023 Buick Envision Avenir,,3 mi.,"$42,805 $1,000 price drop",,,,,,,,,,
2021 Polestar 2 Launch Edition,,"13,323 mi.","$26,980 ",,,,,,,,,,
2024 Lincoln Nautilus Premiere,,,,,,,,,,,,,
2005 Jaguar X-Type 3.0L,"3128 W 147th St Posen, IL 60469","60,456 mi.","$7,999 ",Blue,Beige,All-wheel Drive,18–28,Gasoline,Automatic,3.0L DOHC SMPI 24-valve V6 engine,None reported,No,No
2024 Ford Explorer XLT,"7301 Kingery Hwy Willowbrook, IL 60527",4 mi.,"$50,197 MSRP $52,310 $2,113 price drop",Stone Blue Metallic,Ebony,Four-wheel Drive,–,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,,,
2019 Mercedes-Benz AMG GT 63 4-Door,,,,,,,,,,,,,
2022 Porsche Taycan Cross Turismo Turbo S,,,,,,,,,,,,,
2023 Nissan ARIYA PLATINUM+,"8550 W 159th St Orland Park, IL 60462",2 mi.,"$60,997 $1,403 price drop",2 Tone Gray / Black Roof,Blue Gray,All-wheel Drive,1-Speed Automatic,Electric,JN1DF0CD1PM710562,84135,,,
2019 Volkswagen Tiguan 2.0T SE,"ashok from Wheeling, IL 60090","39,560 mi.","$20,500 ",Silver,Black,All-wheel Drive,Gasoline,A/T,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,3VV2B7AX8KM026323,None reported,Yes,No
2013 Volvo XC90 3.2,"2110 Ogden Ave Lisle, IL 60532","102,432 mi.","$11,401 $100 price drop",Caspian Blue Metallic,Off Black,All-wheel Drive,16–23,Gasoline,6-Speed Automatic,3.2L I6 24V MPFI DOHC,None reported,No,No
2024 Hyundai Tucson Hybrid Limited,,,,,,,,,,,,,
2009 Mitsubishi Eclipse GT,"88 E Dundee Rd Buffalo Grove, IL 60089","82,296 mi.","$8,750 ",Rave Red Pearl,Dark Charcoal,Front-wheel Drive,16–25,Gasoline,5-Speed Automatic,3.8L V6 24V MPFI SOHC,At least 1 accident or damage reported,No,No
2014 Lexus LS 460 Base,"27W333 North Ave IL West Chicago, IL 60185","103,247 mi.","$25,995 ",White,Tan,Rear-wheel Drive,16–24,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,At least 1 accident or damage reported,No,No
2021 Cadillac XT4 Premium Luxury,,"22,283 mi.","$29,790 $145 price drop",Twilight Blue Metallic,Sedona,All-wheel Drive,22–29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,,,
2024 Alfa Romeo Tonale Ti EAWD,,,,,,,,,,,,,
2016 Subaru WRX STI Base,,,,,,,,,,,,,
2017 Buick Regal Turbo GS,,,,,,,,,,,,,
2022 Dodge Durango SXT,"5859 South La Grange Road Countryside, IL 60525","18,836 mi.","$32,167 $732 price drop",DB Black Crystal Clearcoat,Black,All-wheel Drive,18–25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,None reported,Yes,No
2024 Lincoln Nautilus Reserve,,,,,,,,,,,,,
2022 Polestar 2 Long Range Dual Motor,"1529 Rand Road Des Plaines, IL 60016","31,892 mi.","$28,985 ",Void,Slate,All-wheel Drive,1-Speed Automatic,Electric,LPSED3KA1NL056058,GU1218,None reported,Yes,No
2022 Audi e-tron Premium Plus,,,,,,,,,,,,,
2022 Polestar 2 Long Range Dual Motor,"1529 Rand Road Des Plaines, IL 60016","25,406 mi.","$27,477 $1,001 price drop",Magnesium,Slate,All-wheel Drive,1-Speed Automatic,Electric,LPSED3KA4NL055762,GU1293,None reported,No,No
1988 Chevrolet C10/K10 Base,,,,,,,,,,,,,
2017 Porsche 718 Boxster S,"1850 Holste Rd Northbrook, IL 60062","14,527 mi.","$56,759 $3,041 price drop",White,Black,Rear-wheel Drive,20–26,Gasoline,7-Speed Porsche Doppelkupplung (PDK),2.5L H4 Turbocharged DOHC 16V LEV3-ULEV125 350hp,None reported,No,No
2019 Porsche 718 Boxster GTS,"1850 Holste Rd Northbrook, IL 60062","7,261 mi.","$75,975 $3,825 price drop",Carmine Red,Black,Rear-wheel Drive,19–25,Gasoline,6-Speed Manual,2.5L 4-Cylinder Turbocharged DOHC,At least 1 accident or damage reported,No,No
2022 Toyota Supra A91-CF Edition,"303 W Roosevelt Rd Lombard, IL 60148","12,924 mi.","$59,140 $429 price drop",White,Red,Rear-wheel Drive,22–30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,None reported,Yes,No
2024 Chevrolet Malibu 1LS,,,,,,,,,,,,,
2008 BMW 135 i,"Eric from Glen Ellyn, IL 60137","107,000 mi.","$9,000 ",Black,Beige,Rear-wheel Drive,Gasoline,A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,WBAUN93568VF56536,At least 1 accident or damage reported,Yes,No
2024 Kia Telluride SX-Prestige,"8821 W 159th St Orland Hills, IL 60487",12 mi.,"$51,660 ",Dark Moss,Black,All-wheel Drive,18–24,Gasoline,8-Speed Automatic,3.8L V6 DOHC,,,
